value,type,par,ne
2.02640155566893,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02640155566893,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02693023568629,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02736612822884,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02736612822884,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02736612822884,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02736612822884,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02736612822884,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02736612822884,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02736612822884,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02709619394917,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02709619394917,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02709619394917,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02709619394917,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02709619394917,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02699667026147,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02699667026147,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02699667026147,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02718401561335,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02718401561335,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02718401561335,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
2.02841389041134,s,cache/mcmc_revise/new_msfs_CG_pops_1e+05_ne.RData,1e+05
