Genes (V3)	Genes (V4)	 Maize_EAR	 Teosinte_EAR	 Maize_LEAF	 Teosinte_LEAF	 Maize_STEM	 Teosinte_STEM
GRMZM2G174797	Zm00001d052404	1422	1571	1746	1679	1298	1386
GRMZM2G174799	Zm00001d020903	14	6	336	234	336	172
GRMZM2G174807	Zm00001d002690	1520	2720	20369	15995	12755	18319
GRMZM2G174830	Zm00001d023868	1313	2462	778	1220	1110	1447
GRMZM2G174834	Zm00001d052405	12	13	39	43	36	50
GRMZM2G174855	Zm00001d021667	20	14	19	19	19	31
GRMZM2G174883	Zm00001d035700	3	4	58	28	3	28
GRMZM2G174896	Zm00001d028949	2698	4181	4173	5888	3658	3103
GRMZM2G174906	Zm00001d038886	92	153	80	183	104	202
GRMZM2G174917	Zm00001d002079	4	9	12	11	28	11
GRMZM2G174919	Zm00001d004779	356	362	302	307	384	313
GRMZM2G174926	Zm00001d002080	3033	1837	3941	2067	3794	3101
GRMZM2G174938	Zm00001d052407	2235	1763	1161	1183	1283	1196
GRMZM2G174949	Zm00001d038882	1068	1163	171	300	61	155
GRMZM2G174971	Zm00001d038881	174	14	31	7	94	19
GRMZM2G174975	Zm00001d040733	15	48	260	125	290	285
GRMZM2G174990	Zm00001d038880	1107	2151	2054	972	4990	3912
GRMZM2G175000	Zm00001d035701	3493	4031	1301	1655	1654	1566
GRMZM2G175008	Zm00001d005013	1489	1175	530	658	777	794
GRMZM2G175019	Zm00001d028950	6	29	1421	592	3	60
GRMZM2G175031	Zm00001d039268	129	174	136	195	98	153
GRMZM2G175038	Zm00001d028951	494	368	470	426	637	746
GRMZM2G175071	Zm00001d008271	582	589	214	288	460	768
GRMZM2G175076	Zm00001d044683	1	0	33	0	56	0
GRMZM2G175082	Zm00001d007606	NA	NA	NA	NA	8	0
GRMZM2G175089	Zm00001d038879	689	751	683	494	580	583
GRMZM2G175140	Zm00001d025831	1	1	NA	NA	5	2
GRMZM2G175171	Zm00001d008739	851	728	1051	1009	3155	5049
GRMZM2G175177	Zm00001d017324	1026	640	370	441	1364	800
GRMZM2G175188	Zm00001d025236	213	219	108	153	129	182
GRMZM2G175218	Zm00001d039265	507	735	315	506	339	507
GRMZM2G175253	Zm00001d008738	258	515	70	106	101	164
GRMZM2G175258	Zm00001d002178	7	2	1	0	79	34
GRMZM2G175265	Zm00001d024547	0	351	0	237	0	266
GRMZM2G175269	Zm00001d025786	980	1802	395	578	222	266
GRMZM2G175272	Zm00001d037246	2758	2119	1278	1276	2790	2288
GRMZM2G175273	Zm00001d011113	3147	2944	2433	2976	3642	4954
GRMZM2G175280	Zm00001d031723	148	131	69	62	81	57
GRMZM2G175288	Zm00001d002177	351	296	117	105	80	80
GRMZM2G175313	Zm00001d025740	1827	980	951	770	806	506
GRMZM2G175343	Zm00001d001927	NA	NA	1	0	NA	NA
GRMZM2G175362	Zm00001d002391	2723	2905	1854	1548	1799	1466
GRMZM2G175396	Zm00001d031726	82	132	153	50	62	96
GRMZM2G175398	Zm00001d008535	31	61	25	33	31	27
GRMZM2G175406	Zm00001d012091	1	2	2	32	166	750
GRMZM2G175419	Zm00001d011004	6152	5967	4200	4688	4187	3497
GRMZM2G175423	Zm00001d031727	41	3	72	43	61	13
GRMZM2G175453	Zm00001d053149	1096	1301	8049	5574	1105	1078
GRMZM2G175463	Zm00001d048428	2494	2275	1467	1363	1361	1119
GRMZM2G175474	Zm00001d050081	1115	1033	529	689	564	778
GRMZM2G175499	Zm00001d050082	8	40	21	19	113	95
GRMZM2G175504	Zm00001d002688	3203	3038	1412	1528	1576	1282
GRMZM2G175510	Zm00001d053553	5883	5739	3916	5661	3524	4202
GRMZM2G175541	Zm00001d025408	NA	NA	NA	NA	NA	NA
GRMZM2G175543	Zm00001d036536	323	246	182	184	413	231
GRMZM2G175549	Zm00001d025407	504	121	141	77	415	153
GRMZM2G175562	Zm00001d036535	20	207	2685	1781	27	68
GRMZM2G175563	Zm00001d048430	34	37	8	18	26	20
GRMZM2G175574	Zm00001d031271	1049	1140	599	631	802	565
GRMZM2G175576	Zm00001d005190	6	16	39	25	70	37
GRMZM2G175642	Zm00001d047955	4839	22220	2534	3161	4247	3229
GRMZM2G175661	Zm00001d011622	2212	1914	1137	1031	2277	2157
GRMZM2G175676	Zm00001d038248	5417	7120	3466	4548	6467	6475
GRMZM2G175718	Zm00001d006752	1452	1408	894	898	683	648
GRMZM2G175728	Zm00001d002611	353	299	746	816	645	852
GRMZM2G175761	Zm00001d041725	4	11	294	123	2879	4886
GRMZM2G175779	Zm00001d032022	20	6	19	9	19	5
GRMZM2G175782	Zm00001d036533	1797	2401	2284	1458	1191	1083
GRMZM2G175797	Zm00001d048562	272	522	233	493	324	721
GRMZM2G175816	Zm00001d002759	500	831	814	209	1499	365
GRMZM2G175818	Zm00001d032019	11472	11417	11760	10988	8481	6303
GRMZM2G175827	Zm00001d050350	16	151	37	32	31	9
GRMZM2G175860	Zm00001d038250	15	17	0	1	1	0
GRMZM2G175867	Zm00001d036052	1720	2536	7386	7919	1177	1428
GRMZM2G175870	Zm00001d038574	482	334	22	46	154	287
GRMZM2G175910	Zm00001d020337	186	85	27	17	261	96
GRMZM2G175927	Zm00001d006526	0	1	NA	NA	11	44
GRMZM2G175952	Zm00001d006524	2	2	224	174	46	30
GRMZM2G176029	Zm00001d046467	1889	2245	1857	2636	2312	2594
GRMZM2G176047	Zm00001d031074	4059	3372	413	583	391	257
GRMZM2G176056	Zm00001d009969	45	57	1068	545	388	303
GRMZM2G176063	Zm00001d041549	156	124	46	61	47	47
GRMZM2G176081	Zm00001d044801	NA	NA	10	13	0	1
GRMZM2G176117	Zm00001d012566	16	14	11	2	20	11
GRMZM2G176133	Zm00001d038686	719	687	903	816	739	559
GRMZM2G176173	Zm00001d049347	8	8	2	1	3	2
GRMZM2G176175	Zm00001d019230	109	125	101	94	150	141
GRMZM2G176182	Zm00001d011451	0	9	4	6	8	7
GRMZM2G176206	Zm00001d016285	88	97	74	22	2321	3765
GRMZM2G176209	Zm00001d032461	84	114	14	24	1572	1728
GRMZM2G176217	Zm00001d038688	546	710	218	267	56	100
GRMZM2G176225	Zm00001d002446	622	430	1101	413	3980	3099
GRMZM2G176235	Zm00001d033391	37	25	7	2	21	4
GRMZM2G176253	Zm00001d016982	30	72	4	18	16	17
GRMZM2G176270	Zm00001d017871	1962	1820	339	824	335	332
GRMZM2G176274	Zm00001d004190	374	164	195	157	253	181
GRMZM2G176282	Zm00001d041383	1295	1313	1819	1614	1300	1308
GRMZM2G176289	Zm00001d051569	5	50	18	25	101	150
GRMZM2G176301	Zm00001d011765	187	51	121	58	72	75
GRMZM2G176304	Zm00001d016909	0	1	0	1	2	6
GRMZM2G176307	Zm00001d017121	4477	1776	4372	5709	6341	10447
GRMZM2G176327	Zm00001d007191	0	2	NA	NA	9	18
GRMZM2G176358	Zm00001d016908	1587	1538	1982	1806	1569	1587
GRMZM2G176382	Zm00001d016980	927	913	436	758	329	526
GRMZM2G176390	Zm00001d014205	0	1	NA	NA	NA	NA
GRMZM2G176394	Zm00001d007830	10	18	83	32	101	38
GRMZM2G176396	Zm00001d038689	781	281	644	406	834	398
GRMZM2G176397	Zm00001d027558	3576	2940	4049	3771	4878	5284
GRMZM2G176407	Zm00001d020879	2569	2319	1572	1545	2318	1934
GRMZM2G176433	Zm00001d007349	NA	NA	NA	NA	2	3
GRMZM2G176437	Zm00001d048620	497	338	334	468	213	314
GRMZM2G176443	Zm00001d025131	3184	2629	2333	2086	3768	3631
GRMZM2G176455	Zm00001d035693	635	692	731	744	1211	1209
GRMZM2G176465	Zm00001d038062	2611	3645	1237	1201	3722	3883
GRMZM2G176472	Zm00001d023843	175	343	21	3	202	401
GRMZM2G176486	Zm00001d005849	33	41	26	28	19	11
GRMZM2G176495	Zm00001d038063	203	388	71	189	491	306
GRMZM2G176499	Zm00001d027556	463	633	383	511	537	631
GRMZM2G176506	Zm00001d039530	390	574	238	133	447	339
GRMZM2G176519	Zm00001d038690	45	67	151	84	73	62
GRMZM2G176521	Zm00001d027451	57	50	1946	797	45	47
GRMZM2G176523	Zm00001d027555	295	452	623	393	119	88
GRMZM2G176537	Zm00001d025133	0	2	2	2	4	1
GRMZM2G176542	Zm00001d042487	1107	867	1978	720	703	587
GRMZM2G176558	Zm00001d027448	348	590	573	601	709	851
GRMZM2G176568	Zm00001d008601	1	0	1	0	118	18
GRMZM2G176576	Zm00001d042490	142	295	151	122	240	171
GRMZM2G176595	Zm00001d029913	NA	NA	1047	295	2939	2212
GRMZM2G176605	Zm00001d033482	2	0	1	2	4	3
GRMZM2G176612	Zm00001d034885	3125	3040	6236	4503	4885	4326
GRMZM2G176630	Zm00001d034508	1896	5855	278	569	536	576
GRMZM2G176638	Zm00001d012016	73	24	7	31	36	52
GRMZM2G176647	Zm00001d002658	1819	1940	2116	1288	921	1238
GRMZM2G176651	Zm00001d038153	108	64	688	332	116	11
GRMZM2G176655	Zm00001d037786	671	312	58	148	225	220
GRMZM2G176662	Zm00001d034509	2575	2031	1741	2507	2261	2451
GRMZM2G176665	Zm00001d037787	274	200	39	119	70	89
GRMZM2G176677	Zm00001d002945	4049	2864	2162	1901	3126	2955
GRMZM2G176688	Zm00001d013597	426	473	301	410	400	439
GRMZM2G176698	Zm00001d049076	4494	4853	2338	2364	3167	2562
GRMZM2G176699	Zm00001d043492	1271	892	540	731	583	619
GRMZM2G176707	Zm00001d011130	8275	5431	11360	9050	5315	4780
GRMZM2G176721	Zm00001d020280	4	12	1	2	12	13
GRMZM2G176735	Zm00001d033776	2457	2951	2015	1750	2778	2718
GRMZM2G176737	Zm00001d024916	53	71	168	76	48	44
GRMZM2G176748	Zm00001d013595	303	163	36	28	112	217
GRMZM2G176759	Zm00001d020279	78	34	2	7	37	15
GRMZM2G176774	Zm00001d034511	84	205	38	98	210	545
GRMZM2G176780	Zm00001d020277	31	34	25	15	54	48
GRMZM2G176820	Zm00001d027421	138	231	7872	7656	94	145
GRMZM2G176840	Zm00001d027422	287	505	2704	2431	78	136
GRMZM2G176881	Zm00001d002946	1291	1154	747	631	903	918
GRMZM2G176903	Zm00001d044212	4280	3100	1204	1612	3306	2949
GRMZM2G176910	Zm00001d037530	262	190	127	90	236	210
GRMZM2G176912	Zm00001d043580	38	32	23	21	48	32
GRMZM2G176922	Zm00001d015971	969	927	580	531	973	943
GRMZM2G176943	Zm00001d044154	0	1	NA	NA	0	1
GRMZM2G176962	Zm00001d031279	878	703	271	303	433	384
GRMZM2G176977	Zm00001d005489	994	970	706	890	915	1136
GRMZM2G176995	Zm00001d037872	462	502	75	56	321	324
GRMZM2G176998	Zm00001d024885	103	100	938	1551	366	924
GRMZM2G177001	Zm00001d037871	3525	3105	4831	5423	1393	1932
GRMZM2G177005	Zm00001d004821	551	530	1236	759	1607	1434
GRMZM2G177019	Zm00001d041537	98	45	71	52	48	41
GRMZM2G177026	Zm00001d037553	1246	1015	644	571	649	666
GRMZM2G177046	Zm00001d034199	4	0	1	1	0	1
GRMZM2G177050	Zm00001d022451	49	45	28	22	75	13
GRMZM2G177052	Zm00001d049914	1791	2288	1255	1153	1332	1163
GRMZM2G177070	Zm00001d003373	395	542	2699	1600	359	315
GRMZM2G177072	Zm00001d026672	849	713	361	547	740	660
GRMZM2G177076	Zm00001d011431	67	96	477	288	429	236
GRMZM2G177077	Zm00001d025015	1622	1494	3113	3255	6622	8267
GRMZM2G177098	Zm00001d045054	1901	1622	2267	2717	1911	2283
GRMZM2G177104	Zm00001d018617	1	0	NA	NA	13	3
GRMZM2G177150	Zm00001d011430	2	12	94	69	9	10
GRMZM2G177151	Zm00001d026671	155	133	82	207	61	219
GRMZM2G177165	Zm00001d007978	6839	4156	808	2170	1541	1178
GRMZM2G177169	Zm00001d036698	195	267	1595	979	141	144
GRMZM2G177198	Zm00001d042464	405	292	223	233	364	348
GRMZM2G177203	Zm00001d025016	NA	NA	0	8	3	39
GRMZM2G177213	Zm00001d026670	125	153	72	90	96	161
GRMZM2G177218	Zm00001d045052	NA	NA	10	0	0	3
GRMZM2G177220	Zm00001d042463	750	731	1801	853	6580	6142
GRMZM2G177224	Zm00001d026669	5261	5954	5837	5634	2584	2695
GRMZM2G177227	Zm00001d042461	90	527	71	74	362	250
GRMZM2G177229	Zm00001d020954	213	170	58	208	468	851
GRMZM2G177231	Zm00001d045050	2139	2023	995	1286	1995	1995
GRMZM2G177242	Zm00001d039770	6	2	905	176	963	449
GRMZM2G177244	Zm00001d042460	55	3	0	1	6	11
GRMZM2G177259	Zm00001d043295	604	714	2716	1266	4246	4739
GRMZM2G177263	Zm00001d002366	901	974	628	462	986	650
GRMZM2G177273	Zm00001d002944	1658	1370	1193	1439	1677	1559
GRMZM2G177276	Zm00001d045049	1963	1596	943	820	1310	1343
GRMZM2G177314	Zm00001d013960	367	305	371	316	49	94
GRMZM2G177340	Zm00001d026657	1	0	NA	NA	0	1
GRMZM2G177349	Zm00001d005607	8	9	34	348	10	361
GRMZM2G177384	Zm00001d044120	13	2	12	1	67	110
GRMZM2G177386	Zm00001d038846	1065	3586	488	274	742	601
GRMZM2G177400	Zm00001d029826	227	265	130	194	218	278
GRMZM2G177412	Zm00001d026405	839	1717	12442	15120	597	746
GRMZM2G177432	Zm00001d034218	83	76	50	147	55	168
GRMZM2G177445	Zm00001d034689	951	1118	268	317	339	413
GRMZM2G177461	Zm00001d030506	4	14	0	7	0	4
GRMZM2G177475	Zm00001d019620	NA	NA	NA	NA	4	0
GRMZM2G177510	Zm00001d000117	1	37	46	53	280	144
GRMZM2G177518	Zm00001d042812	1	37	96	111	34	104
GRMZM2G177532	Zm00001d029129	1072	1098	791	931	887	1088
GRMZM2G177535	Zm00001d014555	NA	NA	NA	NA	4	3
GRMZM2G177539	Zm00001d019510	235	119	422	409	94	161
GRMZM2G177561	Zm00001d003675	17	17	15	40	55	189
GRMZM2G177570	Zm00001d014557	2	11	193	110	465	642
GRMZM2G177575	Zm00001d004132	1083	1153	1017	763	1240	1146
GRMZM2G177596	Zm00001d004133	1193	1371	250	1109	229	250
GRMZM2G177599	Zm00001d047888	77	83	86	109	53	86
GRMZM2G177617	Zm00001d009450	77	86	50	40	56	38
GRMZM2G177621	Zm00001d024525	12693	9826	4535	4582	6512	6335
GRMZM2G177631	Zm00001d019317	6657	12566	15170	12675	18631	21876
GRMZM2G177654	Zm00001d050054	2917	2711	1903	2576	2693	2461
GRMZM2G177659	Zm00001d046661	7185	5912	13991	7831	36942	38277
GRMZM2G177668	Zm00001d049201	0	1	0	8	43	53
GRMZM2G177693	Zm00001d044261	524	151	102	80	189	84
GRMZM2G177715	Zm00001d022263	278	389	142	187	70	117
GRMZM2G177720	Zm00001d052885	13068	13626	16020	25229	10751	11840
GRMZM2G177726	Zm00001d036098	1	6	18	6	57	98
GRMZM2G177781	Zm00001d016326	7283	6985	4144	4826	5031	4147
GRMZM2G177812	Zm00001d002871	1498	2860	9445	7516	1665	1988
GRMZM2G177828	Zm00001d014519	2547	2203	1872	1416	4114	7651
GRMZM2G177842	Zm00001d019579	343	326	420	344	331	319
GRMZM2G177845	Zm00001d014599	387	307	127	148	114	126
GRMZM2G177853	Zm00001d003084	993	921	682	1187	1142	1195
GRMZM2G177863	Zm00001d014597	2	5	85	88	46	62
GRMZM2G177867	Zm00001d034030	13635	11427	1967	6812	1867	2100
GRMZM2G177878	Zm00001d047993	103	188	69	68	171	177
GRMZM2G177883	Zm00001d043512	70	25	90	28	157	193
GRMZM2G177885	Zm00001d013449	818	831	416	447	811	667
GRMZM2G177894	Zm00001d014598	171	156	39	63	38	60
GRMZM2G177895	Zm00001d044666	1	6	54	24	1	0
GRMZM2G177912	Zm00001d044665	1224	973	1527	1379	1986	2095
GRMZM2G177914	Zm00001d047992	1937	1618	1051	1038	1921	2107
GRMZM2G177923	Zm00001d002853	1742	1161	2448	1274	3592	2627
GRMZM2G177928	Zm00001d034032	933	927	423	760	467	571
GRMZM2G177929	Zm00001d043510	7	2	2	0	6	2
GRMZM2G177934	Zm00001d013448	6	8	19	17	35	10
GRMZM2G177937	Zm00001d002854	675	805	2514	1349	1080	1111
GRMZM2G177940	Zm00001d043509	227	333	78	40	20	39
GRMZM2G177942	Zm00001d013447	584	782	218	294	173	217
GRMZM2G177947	Zm00001d033405	1068	1213	788	787	959	810
GRMZM2G177970	Zm00001d043508	397	366	1115	749	133	173
GRMZM2G177991	Zm00001d040100	0	1	2	0	13	3
GRMZM2G178005	Zm00001d003172	601	734	207	254	115	109
GRMZM2G178014	Zm00001d024530	786	212	55	52	44	55
GRMZM2G178025	Zm00001d026712	1	8	92	50	164	156
GRMZM2G178038	Zm00001d018428	235	173	247	254	422	341
GRMZM2G178046	Zm00001d048651	0	1	1	0	3	1
GRMZM2G178072	Zm00001d048385	386	379	314	231	270	194
GRMZM2G178074	Zm00001d018429	33	24	0	26	7	6
GRMZM2G178079	Zm00001d029704	1	6	32	18	33	35
GRMZM2G178102	Zm00001d041489	4569	2389	1345	1663	3051	3209
GRMZM2G178106	Zm00001d048440	2569	4076	1500	2371	618	981
GRMZM2G178140	Zm00001d019474	0	3	0	2	0	6
GRMZM2G178169	Zm00001d050401	2615	2129	2604	2103	2270	1966
GRMZM2G178182	Zm00001d006110	60	136	44	82	8	4
GRMZM2G178190	Zm00001d048129	1268	1874	1524	1882	6084	7473
GRMZM2G178192	Zm00001d035034	568	617	3879	3987	621	721
GRMZM2G178209	Zm00001d039642	6	0	49	31	97	52
GRMZM2G178227	Zm00001d043843	2811	2274	1314	1447	1858	1515
GRMZM2G178229	Zm00001d005928	2	7	0	11	2	1
GRMZM2G178244	Zm00001d042729	737	570	780	793	1106	982
GRMZM2G178254	Zm00001d048126	2275	1856	2289	2244	2426	1674
GRMZM2G178261	Zm00001d033876	8177	7299	1186	2328	1910	2143
GRMZM2G178278	Zm00001d048122	690	890	464	537	658	629
GRMZM2G178294	Zm00001d048119	8509	8120	4153	5137	4164	3872
GRMZM2G178319	Zm00001d040901	366	239	253	164	277	187
GRMZM2G178341	Zm00001d034422	4221	3967	6435	8538	4747	4980
GRMZM2G178356	Zm00001d016160	1	30	900	776	1093	627
GRMZM2G178371	Zm00001d014696	1084	847	558	753	1042	1067
GRMZM2G178398	Zm00001d051980	5028	5904	10151	8419	15009	11906
GRMZM2G178415	Zm00001d034420	1087	955	2173	1122	23726	13787
GRMZM2G178432	Zm00001d036964	383	179	227	205	384	246
GRMZM2G178435	Zm00001d051324	17	35	9	7	1	0
GRMZM2G178447	Zm00001d010953	0	1	NA	NA	NA	NA
GRMZM2G178460	Zm00001d040351	119	176	266	270	101	121
GRMZM2G178486	Zm00001d004208	3	0	339	90	307	240
GRMZM2G178497	Zm00001d017357	26	68	24	59	17	22
GRMZM2G178509	Zm00001d017353	21	1	57	11	215	126
GRMZM2G178517	Zm00001d017352	3072	2201	2705	1980	3803	2389
GRMZM2G178522	Zm00001d020431	341	188	361	229	355	166
GRMZM2G178533	Zm00001d042868	38	44	242	30	79	50
GRMZM2G178537	Zm00001d025108	63	49	13	32	37	25
GRMZM2G178546	Zm00001d047110	873	638	298	492	438	422
GRMZM2G178571	Zm00001d027646	533	499	733	523	712	613
GRMZM2G178576	Zm00001d029969	16195	10131	13071	17855	19295	13489
GRMZM2G178595	Zm00001d017351	742	547	243	333	491	549
GRMZM2G178602	Zm00001d036055	385	334	375	363	416	300
GRMZM2G178603	Zm00001d017350	34	30	106	64	94	42
GRMZM2G178616	Zm00001d036057	824	787	1011	1117	1011	1405
GRMZM2G178618	Zm00001d019106	6533	7238	10299	11825	11029	11054
GRMZM2G178640	Zm00001d008337	0	7	0	4	0	9
GRMZM2G178645	Zm00001d047436	1	3	8	2	61	98
GRMZM2G178650	Zm00001d047435	1392	1559	1007	1036	811	871
GRMZM2G178663	Zm00001d047434	64	76	63	39	114	163
GRMZM2G178681	Zm00001d003007	585	852	443	608	364	547
GRMZM2G178686	Zm00001d010936	2614	509	29	170	89	107
GRMZM2G178693	Zm00001d003006	5	3	173	60	1243	1042
GRMZM2G178704	Zm00001d043199	3	2	10	0	26	6
GRMZM2G178709	Zm00001d003005	135	204	89	87	146	127
GRMZM2G178734	Zm00001d023261	0	1	20	17	60	117
GRMZM2G178741	Zm00001d048312	23	48	38	24	66	20
GRMZM2G178753	Zm00001d013782	3	1	11	1	61	127
GRMZM2G178756	Zm00001d036008	83	113	63	24	70	36
GRMZM2G178769	Zm00001d039956	12	0	146	76	76	11
GRMZM2G178787	Zm00001d048314	841	907	705	597	1455	1329
GRMZM2G178795	Zm00001d000170	63	30	64	58	43	37
GRMZM2G178797	Zm00001d038348	107	145	161	331	166	150
GRMZM2G178801	Zm00001d051913	767	674	562	589	809	805
GRMZM2G178807	Zm00001d024373	1346	1086	656	1000	1264	996
GRMZM2G178815	Zm00001d010543	0	1	NA	NA	0	1
GRMZM2G178822	Zm00001d000169	6539	6320	7830	7184	5894	4982
GRMZM2G178826	Zm00001d048315	1267	1233	457	655	533	616
GRMZM2G178829	Zm00001d021951	163	182	204	158	113	96
GRMZM2G178839	Zm00001d021952	744	1060	266	342	430	606
GRMZM2G178847	Zm00001d048317	758	922	485	395	577	545
GRMZM2G178852	Zm00001d027877	7	27	1	4	13	21
GRMZM2G178859	Zm00001d048318	718	1057	891	944	974	1124
GRMZM2G178875	Zm00001d040244	18	43	51	32	488	1160
GRMZM2G178880	Zm00001d048319	589	607	895	917	264	273
GRMZM2G178886	Zm00001d011543	15	114	60	28	52	29
GRMZM2G178887	Zm00001d018407	36	76	8	23	16	24
GRMZM2G178892	Zm00001d018406	1396	2312	1944	3037	1324	1617
GRMZM2G178894	Zm00001d028222	5	13	0	5	1	4
GRMZM2G178906	Zm00001d025307	3	7	7	4	5	2
GRMZM2G178910	Zm00001d018179	4977	7037	817	1546	1803	1420
GRMZM2G178913	Zm00001d032058	197	177	56	67	480	357
GRMZM2G178916	Zm00001d048320	927	1229	1154	1336	1051	1378
GRMZM2G178917	Zm00001d006098	898	672	7605	5489	440	390
GRMZM2G178924	Zm00001d032056	111	87	23	42	30	57
GRMZM2G178945	Zm00001d048323	467	424	333	440	274	337
GRMZM2G178955	Zm00001d052008	338	416	104	91	368	215
GRMZM2G178958	Zm00001d018370	80	102	242	282	140	179
GRMZM2G178960	Zm00001d048324	67	93	457	389	204	286
GRMZM2G178968	Zm00001d006100	10740	8601	12297	16503	8854	8789
GRMZM2G178972	Zm00001d052007	428	614	1021	798	830	1091
GRMZM2G178996	Zm00001d018371	644	650	364	452	352	433
GRMZM2G178998	Zm00001d002828	50	28	612	227	686	213
GRMZM2G179002	Zm00001d006102	1438	1741	949	556	1093	1104
GRMZM2G179021	Zm00001d021290	0	1	NA	NA	NA	NA
GRMZM2G179024	Zm00001d021291	3375	9285	8238	2791	9178	3950
GRMZM2G179031	Zm00001d006103	294	467	349	254	38	50
GRMZM2G179049	Zm00001d006106	187	114	114	47	101	85
GRMZM2G179069	Zm00001d035651	74	114	51	65	28	29
GRMZM2G179090	Zm00001d019093	77	132	300	144	200	227
GRMZM2G179097	Zm00001d025739	4338	5185	1811	2211	2888	2743
GRMZM2G179106	Zm00001d003950	1464	1096	1702	867	1381	704
GRMZM2G179120	Zm00001d005624	3096	2864	5308	4605	2330	1821
GRMZM2G179133	Zm00001d034586	909	1034	469	565	583	544
GRMZM2G179143	Zm00001d023210	NA	NA	1	3	80	57
GRMZM2G179146	Zm00001d011569	384	741	3468	1721	342	411
GRMZM2G179147	Zm00001d017762	3	8	36	20	347	122
GRMZM2G179155	Zm00001d028885	442	555	587	487	733	955
GRMZM2G179215	Zm00001d011717	255	374	283	447	616	638
GRMZM2G179217	Zm00001d011716	585	648	310	334	265	225
GRMZM2G179220	Zm00001d029653	1593	1320	718	941	1002	843
GRMZM2G179253	Zm00001d003376	340	398	310	196	438	422
GRMZM2G179264	Zm00001d010752	6	0	1	0	1	1
GRMZM2G179279	Zm00001d038135	2	8	215	126	4	3
GRMZM2G179281	Zm00001d030742	298	316	382	299	373	407
GRMZM2G179292	Zm00001d014744	58	35	17	31	11	18
GRMZM2G179301	Zm00001d038136	6786	6619	5200	5072	7120	9071
GRMZM2G179308	Zm00001d017096	4861	5006	3743	3751	4066	5016
GRMZM2G179325	Zm00001d030744	434	722	199	234	430	463
GRMZM2G179329	Zm00001d047840	20	36	37	25	152	124
GRMZM2G179336	Zm00001d047839	6935	7506	3263	3746	3153	3623
GRMZM2G179346	Zm00001d038139	959	1028	462	557	565	689
GRMZM2G179349	Zm00001d041067	0	3	8	26	343	567
GRMZM2G179351	Zm00001d031289	1038	1492	467	416	756	569
GRMZM2G179354	Zm00001d031571	0	2	NA	NA	1	0
GRMZM2G179366	Zm00001d031572	2518	2412	762	1080	722	699
GRMZM2G179411	Zm00001d028715	1479	1144	802	954	729	792
GRMZM2G179424	Zm00001d019852	1786	1762	580	1142	592	532
GRMZM2G179429	Zm00001d018616	1609	1545	894	1050	1578	1730
GRMZM2G179432	Zm00001d028601	1119	2376	4522	2598	1895	2782
GRMZM2G179454	Zm00001d015509	289	324	280	154	715	361
GRMZM2G179459	Zm00001d006461	122	46	36	49	78	53
GRMZM2G179462	Zm00001d028718	33	7	4	1	7	43
GRMZM2G179465	Zm00001d042027	3062	3382	460	1096	1316	2208
GRMZM2G179473	Zm00001d033853	685	724	547	389	560	427
GRMZM2G179476	Zm00001d006460	328	147	57	59	87	41
GRMZM2G179504	Zm00001d008250	729	198	48	47	302	261
GRMZM2G179505	Zm00001d006457	3840	3890	2101	2014	2269	2034
GRMZM2G179507	Zm00001d026562	120	82	70	66	86	87
GRMZM2G179518	Zm00001d026560	60	147	197	269	68	169
GRMZM2G179521	Zm00001d029502	24	34	159	192	17	69
GRMZM2G179523	Zm00001d026559	1286	1692	3270	2050	2374	2037
GRMZM2G179528	Zm00001d030172	1	0	0	4	86	69
GRMZM2G179532	Zm00001d026558	776	755	484	408	678	670
GRMZM2G179633	Zm00001d018378	1014	911	528	569	361	436
GRMZM2G179638	Zm00001d036989	3115	3684	6542	4631	3998	2574
GRMZM2G179639	Zm00001d051620	1	6	2	1	81	62
GRMZM2G179677	Zm00001d031992	185	52	47	49	13	22
GRMZM2G179679	Zm00001d010440	5	5	11	31	793	1089
GRMZM2G179685	Zm00001d011446	27	101	45	41	31	72
GRMZM2G179689	Zm00001d021359	78	46	47	55	96	65
GRMZM2G179693	Zm00001d011445	100	139	247	407	91	108
GRMZM2G179696	Zm00001d011444	683	842	502	562	239	305
GRMZM2G179703	Zm00001d031893	2262	2562	10458	8259	746	587
GRMZM2G179715	Zm00001d041949	232	150	249	139	188	138
GRMZM2G179732	Zm00001d041948	324	245	207	152	255	245
GRMZM2G179733	Zm00001d052392	5	50	27	36	7	30
GRMZM2G179737	Zm00001d052391	140	122	181	327	245	340
GRMZM2G179761	Zm00001d017990	NA	NA	NA	NA	0	1
GRMZM2G179777	Zm00001d021971	1	0	1	0	NA	NA
GRMZM2G179792	Zm00001d029397	9	8	91	68	91	90
GRMZM2G179793	Zm00001d038903	481	1097	518	489	499	785
GRMZM2G179797	Zm00001d038904	37	116	18	104	26	93
GRMZM2G179800	Zm00001d050319	204	226	740	740	405	370
GRMZM2G179802	Zm00001d016520	619	893	865	599	1268	1188
GRMZM2G179810	Zm00001d051080	1556	709	63	198	270	576
GRMZM2G179827	Zm00001d003598	117	156	91	86	151	133
GRMZM2G179848	Zm00001d038149	2114	1410	403	498	239	216
GRMZM2G179906	Zm00001d033890	1230	883	1530	1065	2035	1671
GRMZM2G179907	Zm00001d028423	119	202	200	303	12	4
GRMZM2G179941	Zm00001d046683	3119	3950	8901	6083	2816	2520
GRMZM2G179976	Zm00001d049619	5469	7802	6642	14474	6264	7789
